0.2371546822,0.6600774424,1
0.0654047838,0.1161014663,0
0.7798681148,0.7972067461,0
0.7989848469,0.4124077956,1
0.0623314887,0.3713910185,0
0.9208998644,0.3508592125,1
0.9716541037,0.8347229392,0
0.0763217463,0.8278028463,1
0.0423517111,0.9984365946,1
0.0723975166,0.1748885992,0
0.5680507762,0.9037234441,0
0.3633374346,0.3450769574,0
0.7868568183,0.2141861162,1
0.2598529504,0.0050266598,0
0.7609357819,0.3666398261,1
0.0767953871,0.1670529565,0
0.9063722047,0.8037966538,0
0.7449758818,0.4153000383,1
0.3375156472,0.604597085,1
0.2480777534,0.659093941,1
0.9124989018,0.1321407909,1
0.0063217534,0.4416745996,0
0.093405852,0.3195100978,0
0.7712675081,0.1061670886,1
0.9044470176,0.1741394439,1
0.0474455046,0.3090535044,0
0.6524610999,0.4236078607,1
0.82974247,0.3410149931,1
0.882334942,0.23684699,1
0.7022672858,0.7469043828,0
0.9389807179,0.2477828438,1
0.582349867,0.7851647089,0
0.0838648538,0.8267329865,1
0.4178323955,0.8414896047,1
0.5565688406,0.9305901446,0
0.2151309512,0.9476407694,1
0.5729947965,0.8630883489,0
0.9313302876,0.9902702172,0
0.3722804924,0.3352982151,0
0.9846644846,0.7687445123,0
0.3003102343,0.6532277382,1
0.3745403459,0.582756135,1
0.0235006188,0.0720875719,0
0.2479678763,0.6043520519,1
0.6678987234,0.5705505414,0
0.6561418856,0.4259538644,1
0.1641065668,0.7767108262,1
0.1419305609,0.6203634544,1
0.818768713,0.9659594879,0
0.0091039532,0.3712490737,0
0.3016329266,0.1867163752,0
0.7816657102,0.9425723635,0
0.0499382699,0.6107954883,1
0.5761827367,0.8655421681,0
0.1619069936,0.3487002542,0
0.2287190461,0.8968801576,1
0.4429505289,0.55803499,1
0.6616397731,0.3768671009,1
0.4132516715,0.7500781659,1
0.653650045,0.190016151,1
0.6701981982,0.3962234594,1
0.787937508,0.6816795989,0
0.9348659617,0.3782678231,1
0.703210835,0.7715817746,0
0.8594389418,0.1244395859,1
0.6555613357,0.9297055216,0
0.8239317521,0.6561580562,0
0.4105018712,0.7483719839,1
0.4140939856,0.080725022,0
0.1705967689,0.2542649733,0
0.6787104813,0.0925972925,1
0.0366240544,0.1718972019,0
0.3502195476,0.3553226295,0
0.2259660358,0.3902556136,0
0.9255565857,0.9386956021,0
0.5984615555,0.3114552345,1
0.107548692,0.6557024784,1
0.1957063483,0.8886086328,1
0.7204578561,0.2057501715,1
0.2645852082,0.6157294823,1
0.4477209971,0.9852835311,1
0.6554626927,0.7872304865,0
0.3732048858,0.7376844209,1
0.1347299859,0.8516022754,1
0.6687687845,0.3880463362,1
0.0102661071,0.7496268466,1
0.319576754,0.296659101,0
0.2287200147,0.2804576137,0
0.1135226539,0.1557744439,0
0.0350460173,0.9110095015,1
0.9711534415,0.0086838992,1
0.0437430787,0.1776339231,0
0.3191637747,0.9095408944,1
0.4482446073,0.9627457164,1
0.9424860719,0.9115799272,0
0.3197048233,0.0913652127,0
0.2022866112,0.8950851775,1
0.9086621898,0.2526921113,1
0.6543896533,0.2619074054,1
0.0714940044,0.3480593585,0
0.3997214222,0.9011169474,1
0.7975093954,0.039111594,1
0.5913898057,0.9591055852,0
0.9213548343,0.810707674,0
0.7532993625,0.0683148311,1
0.8034065043,0.438444586,1
0.8367666477,0.6296234578,0
0.8334711108,0.736019323,0
0.2754264315,0.7487294016,1
0.3524742007,0.7117960851,1
