0.341658925,0.6804759935,1
0.2901064374,0.1901846423,1
0.202836766,0.5865143486,0
0.5969467252,0.8382167083,1
0.2058275039,0.4609337123,0
0.776716214,0.843929857,1
0.2738994928,0.1480782079,0
0.4560312635,0.439480209,1
0.3771620225,0.5443211712,1
0.4654126167,0.7199186666,0
0.4654011935,0.1144646395,1
0.2528094659,0.3220438776,0
0.4458535642,0.8952898982,1
0.5120249819,0.0904964232,0
0.7633699864,0.9239988313,1
0.3726653558,0.5249972825,1
0.0029280002,0.6974610456,0
0.9329921056,0.1341482033,1
0.5150839448,0.4132873202,0
0.6224914825,0.8392212316,0
0.5331223393,0.107354294,1
0.0780087269,0.5507853921,1
0.0505640019,0.7994601231,1
0.0585987741,0.9091584466,0
0.4019555855,0.7794213055,0
0.8242839428,0.4695906965,0
0.7783491019,0.0801524085,1
0.4396552968,0.6736493558,1
0.3510400677,0.2203985048,0
0.4057058134,0.7589410301,1
0.1318077261,0.2016148746,1
0.511133426,0.2183336734,1
0.1280780656,0.7081569475,0
0.7418913901,0.6354201306,1
0.0016412859,0.3009098303,1
0.3385303467,0.1663333091,0
0.78682538,0.3461487368,0
0.8359704448,0.8636110069,1
0.2311076012,0.5320934278,1
0.3987619991,0.2031160267,0
0.9501772035,0.3991324585,0
0.6370369811,0.6015796547,0
0.6745902781,0.690240433,1
0.1917476324,0.250805018,1
0.3479494481,0.5284295676,0
0.6419038172,0.6835198966,0
0.7166589038,0.0412193169,0
0.4183490848,0.4978168106,0
0.4064691206,0.3832975999,1
0.2453114661,0.18505026,0
0.9813288754,0.8029486283,0
0.7870901827,0.0188381874,0
0.8365226516,0.0402001287,1
0.3027956708,0.3160217577,0
0.511365744,0.6290393521,1
0.34099757,0.6049776387,1
0.534665394,0.3448247463,1
0.2140096269,0.4509098078,1
0.5720993367,0.0381495282,1
0.2849361355,0.5791257375,1
0.1503443639,0.5742533968,1
0.0853359232,0.1428533867,0
0.6934069636,0.0257896199,1
0.2116140443,0.9265237546,1
0.3053015264,0.4518939594,0
0.4478947451,0.3297492156,0
0.8411834991,0.692645899,0
0.534387386,0.5433536426,1
0.1938773245,0.4485730629,1
0.0459378673,0.0941341803,0
0.5228634127,0.0938097083,0
0.895083063,0.0816523223,1
0.2700901423,0.4743321971,1
0.3442327014,0.1446633076,0
0.4653233764,0.643419472,0
0.9357700089,0.6784249181,1
0.3380343089,0.8389017344,0
0.822215316,0.586665144,0
0.5930820163,0.2809715474,1
0.272703903,0.5514991465,1
0.4243916124,0.9472690488,1
0.2894167417,0.4413235479,0
0.9659401008,0.1434403823,1
0.3275442248,0.6384119128,0
0.7790755338,0.3282827416,1
0.2095297767,0.3213454122,1
0.3021718513,0.3285514787,1
0.5290230114,0.0337551734,1
0.5594239825,0.6564075006,1
0.2253120866,0.4756182837,0
0.4227184888,0.4710836126,0
0.8881435796,0.093335049,1
0.4743863289,0.2483345019,1
0.3306914537,0.9218851691,1
0.3347473771,0.2013491236,0
0.8959471142,0.7129345175,1
0.5303909582,0.6622713341,0
0.7244015966,0.6932578841,1
0.3192143713,0.0342748116,0
0.9410566769,0.9122486559,0
0.8977100166,0.0824031397,0
0.5106310993,0.0086179439,1
0.0532750667,0.7828310612,0
0.4832157569,0.5606615022,0
0.583007961,0.9118388181,0
0.5696195973,0.1886162141,1
0.2064879519,0.1195901039,0
0.9168919627,0.8751776607,0
0.8647713627,0.7259128871,0
0.8572980313,0.330009361,0
0.4379721131,0.8396306694,0
0.6166452736,0.1837880386,1
0.2507717945,0.5050208536,0
0.4662491819,0.0091530439,1
0.3735309273,0.3942099039,1
0.0173978377,0.3273454702,0
0.6449738146,0.2213966858,1
0.3529085025,0.5479073753,1
0.096014155,0.9410302367,0
0.6145692712,0.0980167689,0
0.8486766721,0.2870284454,0
0.4839245222,0.4359417567,0
0.4760316161,0.9521232082,1
0.1192914081,0.2908501809,0
0.5586174478,0.7931534695,0
0.433064833,0.3473716869,1
0.1634180537,0.7436350128,0
0.4566753863,0.8931830556,0
0.9094252034,0.2138890475,0
0.5309336348,0.4748319564,1
0.4728089148,0.7766485536,1
0.1413615547,0.4501556812,0
0.5438261994,0.8322103489,1
0.2312878802,0.0384549587,1
0.2257808763,0.8655608206,0
0.4261274466,0.6442067074,0
0.6106945294,0.2124578629,0
0.8224061503,0.5608582471,1
0.061414423,0.6327750164,0
0.5433644471,0.5557783961,1
0.5499539942,0.1961813928,0
0.9327483058,0.5529628366,0
0.4007918595,0.7079656026,1
0.4159129088,0.5266027779,0
0.9689948554,0.5921323549,1
0.3254417706,0.4870299206,0
0.8210554176,0.2251246702,0
0.9527637517,0.3173073041,1
0.134098446,0.0820448245,0
0.4680398924,0.0572943413,0
0.4346922109,0.8541018886,1
0.0102718645,0.941751464,1
0.4911634943,0.7102096681,1
0.3165155338,0.8600934444,1
0.3702083291,0.0580486555,0
0.7706543822,0.0682292108,1
0.4182205867,0.1761309642,0
0.7702880267,0.1671420347,0
0.5773151557,0.7499603601,0
0.7855764531,0.9258736121,1
0.5979084296,0.7839385748,1
0.3402338702,0.191942337,0
0.4651992048,0.7189535287,0
0.6318209522,0.1329432223,0
0.8449763773,0.1437231875,1
0.158600694,0.4481075096,0
0.9537910026,0.4325963352,0
0.7403751942,0.1855349278,1
0.0654903604,0.1563801232,0
0.9188356426,0.2942598374,0
0.8891966764,0.4104611429,0
0.5952322853,0.8836573702,1
0.3350846016,0.0441656269,0
0.9213764382,0.9767027074,0
0.8841906634,0.1213969924,1
0.4079199687,0.6385373082,1
0.3512140865,0.4747747332,1
0.2857917298,0.7555988352,0
0.4296727155,0.5929087237,0
0.8163441568,0.7549648366,0
